Gene_ID,length,BA21_DS_F,BA22_WS_F,BA23_DS_M,BA24_WS_M,BA25_DS_F,BA26_WS_F,BA27_DS_M,BA28_WS_M,BA29_DS_F,BA30_WS_F,BA31_DS_M,BA32_WS_M
comp45198_c0,1592.05,75.73,53,48,42,34,27,58,43,54,29,45,28
comp45199_c0,1966,289,224,262,248,184,249,211,269,182.99,250,286.69,218
comp451994_c0,328,3,2,0,0,1,2,0,0,1,0,2,2
comp4520_c0,1015,17,6,3,16,10,5,2,6,5,7,15,8
comp45200_c0,1292.68,43.95,30,44,39,47,34,25,39.92,16,26,39,41
comp452005_c0,400,2,0,2,0,0,0,1,1,1,0,2,1
comp45201_c0,1147,41,19,48,25,26,33,29,38,34,26.28,33,27
comp45202_c0,1099.92,45,25,58.98,11,46,18,25,11.98,6,9,43,12
comp45203_c0,539.92,276.04,158,314,320.43,259.98,300.8,303.07,161.78,313,194,287.75,337.98
comp45204_c0,867,64,52,86,87,44,48.05,58,61,43,64,78,69
comp45205_c0,2116,106,75,101,88,68.93,76,64,79,63,73,99.14,96.63
comp452054_c0,401,2,0,1,2,0,1,0,0,0,1,2,0
comp45206_c0,554.37,38,27.01,62,41,52,31,52,27,26,38,63,39.95
comp45207_c0,1311,30.01,62,60,49,52,50,28.41,49,46,59,74,50
comp45208_c0,1450.59,408,224,382.16,440,345,356.01,248,438,207,405,350.88,285
comp45209_c0,633,5,4,16,24,1,7,3,23.57,15.26,6,18,7
comp45210_c0,1936.07,1443.8,825.9,831.2,901,1195.78,691.96,442.39,1023.02,826.84,654,1212.48,411.45
comp452105_c0,301,0,0,3,2,0,1,0,0,0,0,0,0
comp45211_c0,1597,114.59,119.97,157,165,126,117,135,127,99,139,127,175.39
comp452117_c0,411,0,2,0,3,0,0,0,0,0,0,0,0
comp45212_c0,446.74,55.77,36,61,66,24.99,65.01,30.51,30,18,74,51,59.17
comp45213_c0,991,50,45,50,28,41,23,33,25,64,32,42.66,18
comp452130_c0,380,0,4,0,2,0,1,1,0,0,0,1,0
comp45214_c0,1347.84,36,44,52,30,44,40,33,32,33,28,31.98,32
comp452149_c0,310,3,0,1,0,3,0,0,1,0,0,0,1
comp45215_c0,1294,143,90,151.02,132,119,58,174,97,108,113,122,101.95
comp452152_c0,373,1,0,2,1,0,0,0,0,1,0,0,2
comp452153_c0,314,2,0,3,0,3,1,0,0,1,0,0,1
comp45216_c0,1138,603,287,388.02,269.01,441.51,369,493.91,489,513.99,335.02,387.05,261.72
comp45217_c0,1958.62,664,470,597,681,625,343,282.14,502,483,343.07,623,400.04
comp45218_c0,811.9,38,12,30,22,23,17,29,43,6,16,24,6
comp45219_c0,1854,77,59,71,44,51,69,55,49,45,27,65,41
comp45220_c0,1061,39,40,20.36,25,11,31,14,26.81,8,23,23,8
comp45221_c0,1505.85,63.35,61,70.99,73.7,61,86.02,48.75,57.98,52,70,63,93
comp452215_c0,316,1,0,1,1,0,0,0,1,2,0,0,0
comp45222_c0,497.43,36,41,49.13,51.01,45.09,25.63,37.97,47,17,31.86,20,26
comp452221_c0,315,0,0,4,2,3,2,0,0,0,0,0,0
comp45223_c0,570.99,31,19,23,18,19.83,12,11.1,29,14.07,15,18,21.02
comp452235_c0,324,0,0,2,1,0,0,0,0,0,0,0,0
comp452238_c0,455,2,2,0,3,0,1,1,2,2,1,3,0
comp45224_c0,1232.27,87,110,48,71,76,98.33,42.86,109,41,83,109,90.96
comp45225_c0,811,261,521,252,870.98,226.99,677,129,463.4,253,873,374,799.08
comp45226_c0,341,269.23,172.9,311.55,165.23,139.12,305.92,346.43,355.47,250.69,172.6,201.07,242.28
comp452267_c0,363,1,2,0,1,0,0,0,0,0,4,0,2
comp45227_c0,575,29,14,24.05,13.13,10,24,12.26,42.91,20.2,8,11,26
comp45228_c0,1294,99,83,128,58,95,33,103,40,81,20.18,62,47
comp45229_c0,638.27,104.04,102,110,127.98,124.19,117.03,81.99,61.75,71.14,57,159,110.06
comp45230_c0,1368,225,206,235,274.25,202,278,185,279,190,274,229,247
comp45231_c0,1125.04,197.75,204.31,204.75,219.49,119,170.1,205.18,182,123.99,161.94,203.08,200.97
comp45232_c0,1156.99,29,49.21,46,53,46,56,55.01,23,33,64,96,21
comp452329_c0,806,3,4,2,4,2,3,0,0,3,2,1,1
comp45233_c0,1937,362,234,287,253,215,169,210,240,197.99,266.86,347.08,198
comp45234_c0,1154,504,308,317,357,273.98,347,251,329,221,233,380,275.01
comp45235_c0,701.67,30,18,6,34,23,4,91,7,78.1,17,19.7,15
comp45236_c0,808.53,256.8,365,337,226,267.96,176.98,284,230.67,223.03,163.87,259,228
comp45237_c0,1182,94.02,158,96.36,183.01,159,98,84.59,117.01,72,104,153,90.66
comp45238_c0,990.14,223,194.91,172.51,211,135,165,182,121,143,202,221,166
comp45239_c0,1588.24,135,19,19,83,137,477.86,30,47,153.01,30,15,63
comp452396_c0,359,3,2,0,1,2,0,2,2,0,0,0,0
comp4524_c0,322,6,1,1,1,2,1,0,2,4,0,2.06,2
comp45240_c0,2790,47,27,62,32,26,30,8,18,10,20,78,51.15
comp452406_c0,360,2,0,2,0,0,0,0,0,1,0,0,0
comp45241_c0,399,7,6,18.99,20,7,10,11,6,2,20,5,3
comp452410_c0,342,0,3,2,1,1,4,2,0,1,0,1,2
comp45242_c0,1571.68,40.99,59.99,43,56,73,40,56,34,46,43,69,59.03
comp452424_c0,549,0,3.03,2,1,0,1,0,2,1,1,3,4
comp45243_c0,1113,60,50,79,62,53,50,63,61,61,44,87,89.84
comp45244_c0,660,28,44,3,37,69,71,71,42,6,47,36,31
comp452443_c0,308,0,0,2,1,0,0,1,0,1,1,0,1
comp45245_c0,1362,54,26,50.98,42,87.97,28,40,59,52,22,34,34
comp45246_c0,704.08,56,38,33,33,45,30.98,18,29,15,22.01,53.55,48
comp45247_c0,1210,253.35,185.42,173,279.08,118.01,205,111.99,216.44,147.71,120.47,160.2,280
comp45248_c0,2511,232,208,229.99,237.03,146,173,135,222,110.04,261,219,224
comp452484_c0,332,0,0,0,0,0,0,0,0,0,0,0,0
comp45249_c1,557.58,55.88,41.41,25,35,39,34,16.76,51,17,35,45,35
comp45250_c0,869.97,110.88,109.09,69,86,67,88.28,83.06,63,87.2,106,100,82.59
comp452500_c0,301,1,0,2,0,0,0,0,0,1,0,1,0
comp452507_c0,632,8,1,1,0,4,1,1,0,3,0,4,0
comp45251_c0,4085.42,232,118,147.01,104,169,134,76,103,101,85,151,134.98
comp452518_c0,315,2,1,1,2,1,0,0,1,3,0,0,2
comp45252_c0,594,12,14,19,15.45,0,0,8,8,12,12.48,20,27.26
comp45253_c0,1838,1154.2,628.32,1203.37,362.87,433.95,323.82,1042.62,864.33,627.65,528.51,336.03,468.49
comp45254_c0,1096,36,40,42,30,31,32,21,25,14,17,58,34
comp45255_c0,615,141.87,134.27,172.18,90,119.06,132.44,165.09,94,119.48,157,75.03,137.01
comp452558_c0,358,1,3,1,1,3,0,0,2,1,1,0,2
comp45256_c0,413.3,39,41.09,34.96,48,37,44,32.94,37,26,26.25,33,56
comp45257_c0,461.34,17,24,26,27,18,12,2,17,12,12,18,19
comp45258_c0,683.47,48.21,55.02,65.08,94.82,46,66,50.76,46.4,16,20.98,56,55.75
comp45259_c0,1746,256,202,232,257,187,201,127,219,155.43,181,233,221
comp45260_c0,1299,24,27,45,32,15,25,4,11,15,28,32,28
comp452603_c0,333,0,1,0,1,2,1,0,0,1,0,2,0
comp45261_c0,1154,53,139,30,54,38.02,124,54,75,52,136,30,82
comp45262_c0,1268.98,78,42,84,41,73.01,66,58,51.01,65,50,85,58
comp45263_c0,1267.93,144.02,131,160,109,155,143.93,166,176,151,191,152.67,178
comp45264_c0,1065,241.56,275.07,415.02,221.46,312.66,296.36,335.11,307.86,256.78,206.45,193.11,388
comp452644_c0,385,0,1,0,3,0,0,0,1,0,2,2,1
comp45265_c0,1164,33,20,34,49.03,25,57,18,30,26,34,61,41
comp45266_c0,869.36,46,60,54.93,40,59,37,17,43.98,14,53,33,55
comp45267_c0,614,6.48,19,5,15,6,26,8,26,6,11,11,19
comp452671_c0,354,2,3,0,0,0,0,0,0,0,0,0,0
comp452678_c0,415,1,2,4,1,1,1,1,0,0,1,0,0
comp45268_c0,2177.13,345,366,327,347,240,202.77,319.17,391.9,288,306.46,238,215.98
comp45269_c0,782.95,105.99,83,99,113,67,77,65.01,132.96,31,66.43,101,105.04
comp45270_c0,1226.07,30.99,41,45,38,42,66,18,39,31.24,23.53,65.07,59
comp452706_c0,413,3,1,1,0,2,1,0,0,0,0,0,0
comp452708_c0,390,0,4,0,1,1,1,1,0,0,0,0,0
comp45271_c0,456.56,6.02,48,88,20.39,42,33,5.06,34.08,4,4.01,4,97
comp452717_c0,317,2,0,0,2,0,0,0,0,0,0,1,2
comp45272_c0,380,2,13,0,8,4.23,8,10,1,3,9.13,0,3
comp45273_c0,1628.7,157,96,100,72,77,48,147,130,75,62,48,66
comp452732_c0,384,2,0,1,1,0,1,1,2,1,0,0,3
comp45274_c0,904,166.87,125.99,130.08,120,184.95,147.24,152.81,218.9,186.35,217.74,169.99,103
comp45275_c0,679.26,28,17,20,14,6,4,13,4,19,3,19,24
comp45276_c0,1570,31,26,39,22,61,31,10,42,26,20,30,36
comp452762_c0,353,0,1,3,1,0,0,2,0,0,0,0,0
comp45277_c0,1568.37,122,15,93,36,104,37,73,27,148,23,45.01,20
comp45278_c0,406,27.11,26,30.23,19.28,5.57,9,1,20.94,10.32,42.12,6.94,8.01
comp452784_c0,688,2,0,4,0,4,5,10,1,9,2,4,4
comp45279_c0,433.17,31,26,55,35,50,31,50,23,47,19,24,26
comp45280_c0,541,8,9,22,11,18,19,9,16,17,13.99,10,8
comp45281_c0,2123.96,96,83,54.85,83,71,69,55,80,37,57,79.99,78
comp452811_c0,322,1,2,1,0,0,1,0,5,0,1,2,1
comp452813_c0,403,3,1,1,0,0,1,3,2,3,1,3,3
comp45282_c0,2487,115,58,77,62,91,84,74,95,92,86,70,63
comp45283_c0,727,98,53,65.07,99.62,66,118,39,93,48,55,88,83.37
comp452835_c0,341,2,1,2,0,0,0,1,0,0,0,2,0
comp45284_c0,966.17,84.89,73,117,71,100,80.69,29,76,40,35,81,88.22
comp45285_c0,1120,62,37,41,42,84.99,34,26.01,30,34,25,24,33.75
comp452850_c0,419,0,1,0,2,0,0,0,1,0,0,2,1
comp45286_c0,1805.22,216.02,201,187,144,194,140,193,156.02,112,85.22,213,178
comp45286_c1,634.62,29.66,12,32,31,28,26,22,23,14.38,13,45.98,27
comp45287_c0,726.95,179.38,111,51,131.99,39,49.01,52,122.4,92.94,33,48.04,144.88
comp45288_c0,1331.5,968.09,831.98,943.4,856.57,752.26,949.61,575.43,821.69,562.49,744.99,1132.88,983.16
comp45289_c0,491,8,6,12,3,8,9,8,9,5,14,10,12
comp452899_c0,305,0,0,2,2,0,0,0,0,0,0,0,0
comp4529_c0,466,4,2,1,1,5,5,5,2,1,1,0,1
comp45290_c0,1371.79,114.07,62,105,89,66,81,71,92,72,54,68,69
comp45291_c0,362.26,56,41.14,61.01,48.18,62.74,62,37,60.09,51.95,54,52,53
comp452916_c0,573,1,0,5,2,0,1,0,2,3,1,4,0
comp45292_c0,2116,37,10,58,15,33,15,39,14,14,21,23,13
comp452923_c0,441,0,4,1,0,0,0,0,0,0,1,3,0
comp452927_c0,564,2,0,2,3,1,3,1,1,3,1,4,0
comp45293_c0,1204.88,29,29,24,19,52,15,39,30,30,7,37,24
comp45294_c0,1752.84,42,29,40.02,22,15,19,13,13,7,5,36.98,37
comp45295_c0,1939,49,32,12,7,50,24.7,17,16,12,45,9,13
comp45296_c0,2343,76,107,84,92,100,69.99,65,92,61,49,106,78
comp452960_c0,393,2,2,1,2,0,2,1,0,0,0,3,1
comp45297_c0,1488.76,86,42,42,26,42,27,23,27,23,9,32,26
comp452970_c0,406,0,3,1,2,0,0,0,1,1,0,0,1
comp452977_c0,352,1,1,0,4,0,2,0,3,2,0,0,1
comp45298_c0,591,87.63,59.02,95,65,76.93,68,83,49.36,62.68,97.67,75.83,74.02
comp45299_c0,851,53,20,56,32,38,41,19.8,40.54,39,16,36,48
comp45300_c0,1049,204.82,175.63,230.99,163,199.02,189.92,180.98,208,164.44,127,212,164.99
comp453000_c0,337,1,0,1,4,0,0,0,1,1,1,1,0
comp45301_c0,1081,14,35,28,18,17,35,21,35,16,32,30.03,35
comp453015_c0,404,0,2,0,1,1,2,2,2,0,2.99,1,0
comp45302_c0,1582.69,206,176.01,137,152,97.23,123,170,171.99,115,162,135,135
comp453020_c0,304,4,0,0,1,0,0,4,0,2,0,0,0
comp45303_c0,1218,167,179.04,189.21,217,232,239,139,165,199,176,190.86,220
comp45304_c0,1661.06,189.99,76,128,70,60,52,57,106,56,54,122.01,68
comp453043_c0,339,1,3,0,1,0,2,1,3,0,1,0,2
comp45305_c0,2536,397,226,425,275.84,245.67,259,265,316,181.95,268.98,369,299
comp45306_c0,2384,58,41,64,48,53,58,38,47,30,32,88.96,57
comp45307_c0,426.93,66.37,111,84,72.43,106,85.04,55,57.63,50.08,57.44,79,91
comp45308_c0,2999,3516.3,2153.04,3132.02,2581.71,2286.93,3472.88,1501.66,2697.4,1600.28,1923.01,4355.68,3788.99
comp45309_c0,1868.9,515.94,261.64,448.99,300,255.82,224.04,294,450.94,358.15,275.42,589,255.93
comp453090_c0,382,1,2,0,2,1,0,0,0,1,0,0,0
comp45310_c0,2249.08,141,25,94.99,149,11,31,31,318,19.06,50,27.97,247.14
comp45311_c0,2236.89,475,381.96,322.29,295,246,291,216,294,256,249,228.01,205
comp45312_c0,476.24,42,29,42.98,53,47,38,44,32,44,29,24.98,37
comp45313_c0,652.43,37.01,16,21,15,21,22,3,24,16,10,44,49
comp45314_c0,606.31,18.47,50,43,31,23,24,14,26,19,17.02,54,20
comp45315_c0,2090.14,80,23,14,33,28,31,14,38,45,35,18,35
comp45316_c0,722.33,208.1,124,206,147,153,129,179,163,136,119,162,109
comp453161_c0,372,2,0,1,2,0,0,1,0,0,1,0,0
comp453166_c0,407,2,1,0,2,1,4,0,1,1,0,1,0
comp45317_c0,1549,32,36,48,34,23.94,34,28,47,25,38,59,34.49
comp45318_c0,946.32,159.07,157,160,133,161,141.99,115,136,108,90,185.9,112
comp453188_c0,364,1,1,2,0,1,2,1,1,0,2,0,1
comp45319_c0,2790.66,584,377,398.82,479,349,457,376.47,550.2,333.08,396.02,430,433
comp45320_c0,2358.74,592.89,533.16,585.08,718.64,419.02,558,480,662.46,459.85,650.74,533.02,614.43
comp45321_c0,1620,126,38,75,52,59.9,36,41,10,60,29,66,32
comp45322_c0,434,3,11,7,15,10,9,3,3,12,11,8.39,3
comp45323_c0,714,32,22,20.07,27,14,18,13,24,20,23,16.94,17
comp453238_c0,305,3,0,1,1,0,0,0,0,0,0,2,0
comp453239_c0,356,4,1,0,1,1,1,5,1,1,1,0,0
comp45324_c0,744.42,68,85,47,58,44,58,46,75,47.3,83,71,72
comp45325_c0,797.34,59,30,45.91,47,39.04,50.72,37.01,55,55.94,36.38,63.3,36.01
comp45326_c0,623,11,17,21,18,13,14,12,23,20,15.45,20,14.97
comp45326_c1,637,98,123.97,241.71,96.02,161.54,110.99,169.72,181.97,145.13,92,205.42,68.92
comp45327_c0,1054,78,88,74,74,63,84,54,77,57,82,104,104
comp45328_c0,547.03,269.99,191,272,260,253,262,268,299.28,235,192,274,301.06
comp453283_c0,331,0,0,3,0,4,1,1,1,3,0,0,1
comp45329_c0,771.24,26,19,30.02,23,19,32,8.79,27.24,8,16,32,25.99
comp453293_c0,363,0,0,0,6,0,0,0,0,0,0,0,0
comp4533_c0,1665,41,3,18,0,28,8,4,7,10,3,4,5
comp45330_c0,2682,56,42,57,53,44,44,23,30,27,38,58,50
comp453300_c0,337,1,0,1,2,0,0,0,0,0,0,0,0
comp45331_c0,1090,20,14,23,19,20,18,11,22,30,21,23,28
comp453313_c0,345,1,0,3,1,0,0,0,0,0,0,0,0
comp453319_c0,500,3,4,1,2,1,1,0,0,2,4,1,1
comp45332_c0,1153.7,469.05,301,364,329.32,306,281.01,249,344,266,313,396.15,329.03
comp453324_c0,633,1,2,2,4,0,8,0,1,1,1,0,1
comp45333_c0,1461.17,92,66.55,64,40,57.93,70,24,57,41,24,96,66
comp453330_c0,465,2,1,0,1,3,1,0,0,0,4,4,1
comp45334_c0,415,27,15,17,26,20,16,24,9.97,8,14,17,26
comp453340_c0,370,1,0,3,2,0,0,2,0,1,0,1,0
comp45335_c0,824.74,34,21.01,26,27.86,26,20,18,17,25,23,27,19
comp453351_c0,345,1,1,1,0,0,0,0,0,0,0,0,0
comp453359_c0,307,2,1,1,2,0,1,0,0,0,0,0,0
comp45336_c0,357,12,6,24,17,10,9,9,9.89,7,16,15,16
comp453363_c0,432,2,0,3,2,1,1,1,0,0,0,2,2
comp453366_c0,480,1,2,0,2,0,1,0,0,0,0,0,1
comp45337_c0,1577,6811.5,4218.14,5475,6291.44,4356.02,6146.87,3095,5409.88,5001.23,6433.53,6483.01,6110
comp45338_c0,2046.84,229,252,273,198.03,263.91,244.63,127,245.27,176.86,159,271.91,253.95
comp45339_c0,744,28,25,54.01,48,64.24,46,29.06,61,42.28,28.99,63.27,55
comp453392_c0,330,1,2,1,0,0,0,0,0,0,0,0,0
comp45340_c0,1103,86,69,69,53.5,52,70,71,66.89,96,71,72.13,68
comp45341_c0,831.08,345.49,260,306.44,282.71,333,335.47,327.06,309.01,401.98,327.34,316.62,300.57
comp45342_c0,1557.69,311.96,250.18,224.54,277.35,241.38,193.95,187.33,265.72,166.12,162.58,332.01,220.22
comp453424_c0,406,8,0,0,0,0,0,0,0,0,0,0,0
comp45343_c0,2317,31,32.26,16,33,27.13,39,16,31,20,25,28,34.13
comp45344_c0,442,108.01,85.79,104.74,114.99,126.81,128.18,94.37,154.24,131.89,148,89.01,114
comp45344_c1,423,36,41,27,43,17,33,26,52,14,56,52,0
comp45345_c0,1006.81,95,99.12,94,100,87,106.87,44.01,97.13,74.97,83.12,77.13,106.85
comp45346_c0,384,34,32.11,70,42,66,59,61,28,6.85,78,40,48.92
comp453468_c0,383,0,0,6,0,0,0,0,0,0,0,0,0
comp45347_c0,2625,70,58,70,118,53,71,54,108,53,74,101,97
comp453472_c0,358,0,1,4,0,0,0,0,0,0,0,0,0
comp45348_c0,706,63,23,9,11,6.95,6.99,1,50.95,15,27,30.99,25
comp45349_c0,612,40.89,36.98,49.79,17,39.91,39,30.99,48.05,28.99,35.83,59.62,33
comp453497_c0,311,1,0,0,0,0,0,0,0,0,1,0,1
comp45350_c0,653,86.93,16,61.1,54.98,87.01,60,34,81,40,47.42,56.04,60.68
comp45351_c0,1224,40.64,52,45.03,47,46.66,52.01,27,45.28,40.11,17,32.25,50
comp45352_c0,1261.25,1022.99,747.81,1259.97,1000.13,1114.25,1209.83,772.19,1503.16,836.82,844.4,874.71,1230.64
comp453521_c0,315,0,1,1,1,0,0,0,0,0,0,0,0
comp453522_c0,482,3,1,0,1,0,0,1,0,1,0,0,1
comp45353_c0,1847,242,197,186,257,158,228,217,241,164,263.39,218,209
comp453532_c0,403,1,2,1,0,4.31,1,1,0,3,1,0,0
comp45354_c0,1197,41.37,58,44,72,39,25,38.67,38,25,44.81,32,57.01
comp453540_c0,403,3,1,1,2,1,0,0.76,0,0,0,0,0
comp45355_c0,993,66,50,36.68,52,44,54,22,53,32,43,40,61
comp45356_c0,1026,9,12,5,16,8,11,6,6,6,11,6,8
comp453561_c0,334,0,1,0,4,0,0,0,0,0,0,0,0
comp45357_c0,1085.91,40,41,57,18,15,12,21,37.97,13,30,34.03,21
comp453574_c0,430,0,1,0,6,0,0,1,0,8,0,0,0
comp45358_c0,398,1,0,4,0,1,1,2,2,0,0,1,0
comp45358_c1,765.39,136,94,111,111,115,99.83,105.99,122,101,118,127,106
comp45359_c0,1893,62,66,56,45.07,65.08,65,40,48,41,40,69,68
comp453592_c0,475,0,3,2,2,1,0,0,1,1,0,0,2
comp4536_c0,402,3,2,1,3,4,1,1,0,0,1,2,0
comp45360_c0,804.32,41.59,36.39,11,56.01,7,5,7.19,35,38,2,23.29,63
comp45361_c0,1369,62,79,72,52,64,51.99,19,53.42,62.91,35,49,72
comp45362_c0,1314,915.64,609.26,675.98,561.78,623.69,595.64,697.19,653.9,670,580,671.14,560.06
comp45363_c0,884,143,107,118.05,104.88,91,134,103,107.81,102.23,84,118,138
comp45364_c0,998,162,90.95,107,92,119,110.02,80,104,129,78,133,54
comp45365_c0,1191,50,41,30,54,27,30,32,35,13,34,44,33
comp45366_c0,499.53,238.77,145.97,203.54,172.91,238,168.42,233.55,151.85,184.52,182,163.09,131.12
comp45367_c0,708.38,158,64,119.99,93,117.04,141.18,52.1,129.22,72.03,79.04,121,159
comp45368_c0,467,4,1,5,9,1,3,3,0,2,0,3,8
comp45369_c0,1580.88,595.77,664.29,717.59,681.42,658.81,741.91,687.23,748.13,575.44,802.61,441.29,686.25
comp45370_c0,1086,46,40,52,58,53.08,63,38.92,34,36,38,31,33.49
comp45371_c0,764,15,1,22,12,19,13,4,7,6.52,8,16,9
comp453711_c0,657,0,0,8,1,0,2,0,1,3,0,0,1
comp45372_c0,906,56.97,49.94,60.69,25,110.93,68.71,72.04,46.02,55.29,49.75,64.72,50
comp45373_c0,769,90,53,98.81,56,111.7,56.35,74.98,88.01,64.7,57.05,102.54,82.93
comp45374_c0,1137,110,75.59,56.01,94.99,118.98,64.09,55,94.34,71,74.08,79,128
comp453743_c0,375,1,0,1,2,0,2,0,1,1,0,2,0
comp45375_c0,686.8,59,68,101.24,86,59,73,92.31,78,55,79.45,68,57.03
comp45376_c0,2327.18,56,47.07,69,44.7,68,60.9,22,53,39.13,28,76,69
comp45377_c0,859,4048.67,2698.96,3570.06,3325.99,3420.53,3254,3631.5,3032,3362.94,3077,4425.54,3290.06
comp45378_c0,1213.26,74,52,104,121,81,90.3,80,127,89,104.01,68.99,93.57
comp45379_c0,981.21,34,6,6,12,13,6,27,15,12,6,7.53,30.38
comp45380_c0,620.09,124,87.01,108.68,105.01,99.11,139.55,34.67,116.19,71.93,80.23,112.11,184
comp45381_c0,812,11,20,24,9,24.29,25,27,7,6,25,20,27
comp45382_c0,1244.11,373.98,348.22,253.82,275.77,238,283.98,122.51,253.91,215,208.87,468.49,344.01
comp453823_c0,536,3,0,1,3,0,1,1,1,0,0,1,0
comp45383_c0,642.65,73,53,69,20,63,59,63,54,74,64,93,85
comp45384_c0,1299,33.95,24,22,24,23,34,12,24.97,24,32,22,36
comp45385_c0,1408,1893.14,1281.53,1835.78,1600,1610.22,1526.87,1585.24,1454.96,1422.77,1281.95,1736.76,1358.82
comp453850_c0,363,1,0,1,3,0,1,2,0,0,0,0,0
comp45386_c0,2105.45,229,189,243,188,200,222,198,200,171,272,248,229
comp45387_c0,1020,302,236.06,337.24,387,410,415,273.88,451.32,289.74,310.87,383,400
comp453879_c0,478,0,4.01,0,0,0,1,0,0,0,0,0,0
comp45388_c0,390.79,49,26.18,20.03,30,14,19,9,31,16,15,29,22
comp453887_c0,395,0,0,3,2,0,0,1,0,0,0,0,0
comp45389_c0,2088,284,368,264,461,239.32,443,220,507,267,447.99,334.95,505
comp453899_c0,353,2,1,0,0,1,0,1,0,0,0,0,0
comp4539_c0,834,4,11,2,2,3,0,1,4,1,0,9,10
comp45390_c0,1086,126,108.87,107.12,161,112,165,99,175.05,116.97,130,109,165.01
comp45391_c0,388,5,0,2,15,0,0,4,0,1,1.89,1,4
comp453910_c0,316,0,1,1,2,2,0,0,1,0,0,2,2
comp45392_c0,1232.41,145,104.69,147,136,106,130.28,109,106,96.02,181.01,126,128
comp45393_c1,1456.95,226.94,171.13,212,206.64,172.27,192,179.52,236.74,198.67,102.89,121.88,99.38
comp453933_c0,326,0,1,0,0,1,0,0,2,0,0,0,3
comp453936_c0,347,0,0,4,1,0,0,0,1,0,0,0,0
comp45394_c0,1734,191,184,236,199,171,173,244,207.01,170,200,185,290
comp45395_c0,1742,103,42,37,38,83,45,28,29,69,76,42,34
comp45396_c0,592,87,39,71,47,66,59,41,79,44,47.98,101,66
comp45396_c1,1609.04,277.99,156,176,178,146.01,201,70,159,83,128,306.99,246
comp45397_c0,814,41,28,29,21,17,27.03,47,30.82,22,33.96,28,32
comp453971_c0,426,1,0,1,1,1,0,0,0,0,0,1,1
comp45398_c0,780,544.89,48,143,56,56.05,15,266,20,140,25,101.85,0
comp45399_c0,790,83,89.01,144,63.01,95.99,63,66.28,75.42,62.29,34.15,152.81,89.99
comp453995_c0,307,2,1,0,0,0,0,0,0,0,0,0,0
comp4540_c0,397,4,0,3,4,3,0,2,11,2,3,1,1
comp45400_c0,641,28,33.99,28.08,31,30.98,28,18.85,27.07,18.01,45.01,31.72,32.94
comp454001_c0,311,2,0,1,1,0,0,2,1,0,1,0,0
comp45401_c0,974,122.12,154.21,99.14,154.79,93.94,145.34,94.08,213.62,66.25,107.64,137.07,224.71
comp45402_c0,868.36,94,76,63,76,42.99,41,80.97,94,43.17,84.95,64.01,46
comp45403_c0,1290,50,27,3,6,3,14,23,45,8,41,57,20
comp454039_c0,333,2,2,1,0,0,0,0,1,1,0,2,0
comp45404_c0,1229,77,91.99,80,80,51,94,73,73,60,97,74,91.22
comp454045_c0,306,2,1,1,0,0,0,0,0,0,0,1,0
comp45405_c0,1844,366,302,335,238,403.01,244.68,239,112,447,268,449,235
comp454050_c0,329,1,3,0,0,0,0,0,0,0,0,0,0
comp45406_c0,959.09,54.82,21.24,54.05,34,45.46,37.17,42.97,44.37,39,26.99,37.41,44
comp45407_c0,1590.13,221,135.85,146,106,114.01,90.56,86.16,157,198,121,140.04,123.2
comp454078_c0,336,3,0,0,1,0,1,4,1,0,0,0,0
comp45408_c0,2941.2,120,129.08,229.98,66,195.67,119.97,228,33,366.97,57,178,85
comp45409_c0,2678,903,904.55,1195.54,1166,923,1243.01,809,1035,807,869.03,1192,1151
comp4541_c0,1217,20,10,9,6,2,2,6,11,3,4,1,1
comp45410_c0,844,48,13,43,58,51.58,23.01,7,25.04,5,7,19.31,11.96
comp45411_c0,820,52,26,34.63,22,27,23,23,21,21,12,52,34
comp454114_c0,379,2,0,3,0,0,2,0,0,0,1,0,0
comp454115_c0,349,1,1,1,2,1,2,0,0,1,2,1,2
comp45412_c0,1936,745,727.75,695.47,693.53,722,842.02,645.44,791.81,641.86,807.32,559.09,688.05
comp45413_c0,493.71,35,67.78,25,64.04,33.72,38,50.36,40.26,25,46,27,37
comp45414_c0,1655,508.27,503.91,575.67,486.06,304.66,562.1,316.02,515.01,392,651.98,472.31,470.44
comp45415_c0,1825,432.57,447.06,498.49,548.2,431.86,467.06,420.91,541.05,404.49,443.02,483.93,541.53
comp454151_c0,800,7,4,2,0,1,3,0,0,0,0,0,0
comp45416_c0,572.77,28,7,20.04,13,16,17,13,28,19,24,33,17
comp454165_c0,334,0,0,5,0,0,0,2,0,0,0,0,0
comp45417_c0,2010.58,1351,1070.99,1031.79,1153.17,1032,1091.27,1159,1033.78,861,1069,1240,1121
comp45418_c0,974.12,115.01,96,97,41,47,41,42,53,56,30,51,54
comp45419_c0,368,15.93,11,19.33,9.96,11.85,11,22,6,6.69,15,16,11
comp4542_c0,461,8,0,0,0,6,4,0,1,3,0,1,0
comp45420_c0,784.46,47.02,45.12,51,55,43,34,35.02,71,26,49,65.67,46.98
comp45421_c0,1393.31,76,100,104.54,100,48,80,79.37,83,53.96,89,106,89.12
comp45422_c0,873.63,82.8,33.12,113.92,56.59,119.02,104.1,77.29,118.01,42.63,84.06,92.63,111.57
comp45423_c0,720,175,125,89,105,141.31,126,101,91.81,74.99,88,169,87
